transaction_id,customer_id,merchant_id,timestamp,invoice_no,invoice_amount,segment
"20160010000518",9933998,59139,"2016-01-01 13:56:57","374-843-749",15310,"Electronics | Mobile"
"20160010000519",1086256,56941,"2016-01-01 01:48:32","917-513-776",41920,"Home | Lighting"
"20160010000520",6228405,9376,"2016-01-01 00:17:54","223-343-311",5941,"Home | Lighting"
"20160010000521",10581424,98612,"2016-01-01 18:29:05","746-886-701",33303,"Electronics | Mobile"
"20160010000522",10819504,19247,"2016-01-01 02:29:42","823-840-562",23255,"Fashion | Apparels"
"20160010000523",17713275,98600,"2016-01-01 03:29:55","499-571-838",37356,"Electronics | Mobile"
"20160010000524",14243166,52797,"2016-01-01 05:54:17","374-628-768",16637,"Fashion | Watches"
"20160010000525",11194822,12975,"2016-01-01 02:55:05","991-398-774",43473,"Electronics | Television"
"20160010000526",12254532,96627,"2016-01-01 17:32:44","436-699-656",36850,"Fashion | Apparels"
"20160010000527",9879035,50368,"2016-01-01 07:59:09","836-566-950",29864,"Home | Lighting"
"20160010000528",14922200,44716,"2016-01-01 12:33:41","938-555-657",6055,"Electronics | Television"
"20160010000529",8938219,16463,"2016-01-01 13:59:11","507-851-377",12058,"Fashion | Apparels"
"20160010000530",15190449,28614,"2016-01-01 06:37:07","922-980-194",32750,"Home | Kitchen"
"20160010000531",18298098,35158,"2016-01-01 12:19:26","556-117-805",21511,"Fashion | Apparels"
"20160010000532",10291730,99957,"2016-01-01 11:23:19","226-195-764",30556,"Electronics | Television"
"20160010000533",17516719,420,"2016-01-01 10:36:34","755-862-891",30632,"Home | Decor"
"20160010000534",6008111,72873,"2016-01-01 14:40:33","117-513-775",42761,"Electronics | Mobile"
"20160010000535",5794139,343,"2016-01-01 02:01:19","460-345-801",10995,"Electronics | Mobile"
"20160010000536",457452,56286,"2016-01-01 07:16:27","113-894-124",9941,"Electronics | Mobile"
"20160010000537",3819581,7629,"2016-01-01 18:22:46","352-836-746",9098,"Home | Kitchen"
"20160010000538",16058347,23446,"2016-01-01 14:27:57","176-653-435",47426,"Home | Decor"
"20160010000539",15435902,85883,"2016-01-01 06:42:42","341-210-141",14771,"Electronics | Mobile"
"20160010000540",13328829,38396,"2016-01-01 04:10:12","629-462-739",32117,"Electronics | Mobile"
"20160010000541",7650845,6495,"2016-01-01 04:20:28","310-986-606",37314,"Electronics | Mobile"
"20160010000542",2721839,28687,"2016-01-01 12:42:00","527-294-923",4461,"Electronics | Computers"
"20160010000543",19938879,30808,"2016-01-01 22:34:42","964-106-962",4207,"Home | Decor"
"20160010000544",8726470,60362,"2016-01-01 00:49:23","979-785-556",5755,"Home | Furniture"
"20160010000545",9327618,59075,"2016-01-01 00:28:05","876-945-680",34231,"Home | Decor"
"20160010000546",10328021,78616,"2016-01-01 13:26:00","296-768-710",11981,"Fashion | Apparels"
"20160010000547",14069673,3836,"2016-01-01 12:26:15","465-779-875",47593,"Electronics | Television"
"20160010000548",18243382,54486,"2016-01-01 22:04:41","544-482-611",41969,"Electronics | Mobile"
"20160010000549",8608333,99298,"2016-01-01 04:11:16","594-133-636",9603,"Fashion | Apparels"
"20160010000550",11890667,11077,"2016-01-01 21:04:18","749-658-758",28138,"Home | Lighting"
"20160010000551",9550818,12796,"2016-01-01 20:32:06","408-636-159",40263,"Electronics | Computers"
"20160010000552",4527517,86522,"2016-01-01 10:35:03","924-126-703",42243,"Electronics | Television"
"20160010000553",2826525,2353,"2016-01-01 05:16:55","238-954-617",34414,"Electronics | Television"
"20160010000554",17694853,68435,"2016-01-01 19:43:20","691-837-223",9305,"Fashion | Shoes"
"20160010000555",19114364,11125,"2016-01-01 04:13:32","677-556-519",12195,"Fashion | Apparels"
"20160010000556",4605114,3502,"2016-01-01 17:53:09","764-707-302",47939,"Home | Kitchen"
"20160010000557",13576816,26982,"2016-01-01 03:29:46","400-663-920",33090,"Electronics | Television"
"20160010000558",19990453,22490,"2016-01-01 14:05:34","214-835-606",13847,"Electronics | Computers"
"20160010000559",482198,89699,"2016-01-01 01:34:55","729-285-590",48512,"Fashion | Watches"
"20160010000560",4001442,72774,"2016-01-01 19:10:56","784-124-306",37232,"Electronics | Mobile"
"20160010000561",1966419,71597,"2016-01-01 04:14:18","880-900-133",38689,"Electronics | Mobile"
"20160010000562",14605651,25814,"2016-01-01 09:45:08","244-917-692",41959,"Home | Lighting"
"20160010000563",17033129,25881,"2016-01-01 18:16:37","436-987-898",41705,"Fashion | Apparels"
"20160010000564",6276795,76961,"2016-01-01 01:54:05","418-989-111",41881,"Home | Kitchen"
"20160010000565",6142696,23412,"2016-01-01 17:44:35","470-775-759",30962,"Home | Decor"
"20160010000566",14759252,45139,"2016-01-01 13:34:02","854-443-403",17854,"Home | Decor"
"20160010000567",8617414,79036,"2016-01-01 19:39:15","611-734-105",8651,"Fashion | Shoes"
"20160010000568",12915283,54942,"2016-01-01 19:36:58","358-556-218",27688,"Home | Kitchen"
"20160010000569",15701490,57364,"2016-01-01 17:59:08","370-915-736",40488,"Electronics | Television"
"20160010000570",19979658,52148,"2016-01-01 03:50:39","667-647-269",47498,"Home | Kitchen"
"20160010000571",14255044,89908,"2016-01-01 08:08:46","679-402-928",29092,"Fashion | Apparels"
"20160010000572",15731709,62857,"2016-01-01 15:33:01","559-919-637",39190,"Electronics | Computers"
"20160010000573",19910862,60622,"2016-01-01 06:54:33","103-393-591",9890,"Home | Furniture"
"20160010000574",2518886,27923,"2016-01-01 02:01:24","765-149-845",7555,"Home | Lighting"
"20160010000575",1575398,95939,"2016-01-01 07:56:26","888-657-492",40868,"Fashion | Shoes"
"20160010000576",10566613,48474,"2016-01-01 00:42:24","482-918-379",40684,"Fashion | Apparels"
"20160010000577",6406913,25741,"2016-01-01 01:25:20","971-280-886",22711,"Electronics | Mobile"
"20160010000578",789818,99826,"2016-01-01 21:25:58","935-656-481",17128,"Electronics | Television"
"20160010000579",2876346,82706,"2016-01-01 10:47:21","639-670-131",30036,"Fashion | Watches"
"20160010000580",10182668,35768,"2016-01-01 22:37:51","471-273-344",37649,"Electronics | Mobile"
"20160010000581",14282849,53558,"2016-01-01 15:41:00","510-781-224",48602,"Home | Kitchen"
"20160010000582",7519578,62838,"2016-01-01 00:52:59","980-718-194",47806,"Home | Kitchen"
"20160010000583",19794026,32829,"2016-01-01 19:06:03","637-957-967",3361,"Electronics | Television"
"20160010000584",3567904,66245,"2016-01-01 21:09:09","456-670-866",4309,"Home | Furniture"
"20160010000585",15843833,45482,"2016-01-01 18:59:24","492-143-693",13792,"Home | Decor"
"20160010000586",3750392,49548,"2016-01-01 01:20:31","889-121-898",3862,"Electronics | Mobile"
"20160010000587",18531852,43924,"2016-01-01 17:33:53","844-104-605",28452,"Fashion | Apparels"
"20160010000588",7519521,27454,"2016-01-01 19:17:12","594-245-416",7845,"Fashion | Apparels"
"20160010000589",984681,86708,"2016-01-01 21:33:49","495-315-376",11250,"Home | Furniture"
"20160010000590",7215213,21463,"2016-01-01 22:11:02","731-113-267",29232,"Fashion | Apparels"
"20160010000591",10757806,43864,"2016-01-01 13:25:15","894-122-306",42248,"Fashion | Apparels"
"20160010000592",18616565,68787,"2016-01-01 08:57:10","772-387-831",33835,"Home | Furniture"
"20160010000593",13759845,66335,"2016-01-01 01:25:28","816-294-135",29837,"Home | Decor"
"20160010000594",14587925,96340,"2016-01-01 12:37:32","340-633-316",26191,"Home | Decor"
"20160010000595",3200251,48793,"2016-01-01 15:07:38","532-866-118",37865,"Electronics | Mobile"
"20160010000596",18150080,91127,"2016-01-01 06:13:27","585-590-497",3703,"Fashion | Watches"
"20160010000597",10179649,60166,"2016-01-01 21:57:19","399-268-662",18873,"Electronics | Television"
"20160010000598",1756142,81179,"2016-01-01 09:51:05","811-781-537",44462,"Electronics | Television"
"20160010000599",12594846,3871,"2016-01-01 05:55:03","809-858-523",31415,"Electronics | Television"
"20160010000600",299892,68126,"2016-01-01 22:39:55","194-585-952",20412,"Fashion | Apparels"
"20160010000601",12250400,55487,"2016-01-01 01:18:40","283-520-593",21019,"Fashion | Apparels"
"20160010000602",10678076,61991,"2016-01-01 18:13:55","590-618-671",32255,"Electronics | Mobile"
"20160010000603",7176510,15136,"2016-01-01 04:14:41","675-693-212",9835,"Fashion | Apparels"
"20160010000604",4856057,80265,"2016-01-01 16:40:13","587-137-368",48806,"Home | Decor"
"20160010000605",10361255,7834,"2016-01-01 02:19:04","504-174-327",48459,"Electronics | Television"
"20160010000606",11509493,40388,"2016-01-01 02:11:28","990-126-225",27928,"Fashion | Shoes"
"20160010000607",19048561,2497,"2016-01-01 17:44:49","197-594-895",43052,"Fashion | Shoes"
"20160010000608",12443438,12729,"2016-01-01 12:12:51","735-192-508",22800,"Electronics | Television"
"20160010000609",4476997,85758,"2016-01-01 05:00:45","578-849-915",15518,"Home | Kitchen"
"20160010000610",749787,35621,"2016-01-01 04:12:01","113-213-734",48758,"Electronics | Computers"
"20160010000611",1244793,55190,"2016-01-01 12:32:04","256-237-494",32692,"Fashion | Apparels"
"20160010000612",10268068,64160,"2016-01-01 19:39:27","275-777-722",45382,"Fashion | Shoes"
"20160010000613",16315972,5084,"2016-01-01 19:32:21","637-930-343",28381,"Home | Kitchen"
"20160010000614",2661342,1120,"2016-01-01 03:47:39","561-952-964",6353,"Electronics | Mobile"
"20160010000615",15193599,84940,"2016-01-01 07:37:57","251-422-987",34843,"Electronics | Television"
"20160010000616",4879099,65721,"2016-01-01 19:58:27","432-874-334",37682,"Home | Decor"
"20160010000617",6647939,65557,"2016-01-01 07:02:53","140-296-951",31556,"Electronics | Mobile"
"20160010000618",9704723,47303,"2016-01-01 03:19:56","161-935-153",42764,"Fashion | Apparels"
"20160010000619",16166105,64693,"2016-01-01 14:41:17","859-315-281",17560,"Electronics | Mobile"
"20160010000620",19908641,83691,"2016-01-01 13:40:07","613-283-912",36982,"Fashion | Apparels"
"20160010000621",13699951,53382,"2016-01-01 13:30:32","654-245-820",17585,"Electronics | Television"
"20160010000622",16868452,61730,"2016-01-01 12:10:54","257-405-476",31969,"Home | Kitchen"
"20160010000623",12615685,68812,"2016-01-01 06:02:40","273-744-388",46013,"Home | Kitchen"
"20160010000624",3590997,55909,"2016-01-01 16:20:11","166-286-802",48682,"Fashion | Apparels"
"20160010000625",7333071,5608,"2016-01-01 06:55:02","119-911-467",6792,"Fashion | Apparels"
"20160010000626",17081774,90936,"2016-01-01 13:55:37","339-622-839",24233,"Fashion | Apparels"
"20160010000627",1799226,7060,"2016-01-01 05:03:22","117-602-883",45357,"Fashion | Apparels"
"20160010000628",19974126,18557,"2016-01-01 16:14:21","413-427-558",29673,"Home | Furniture"
"20160010000629",6868396,93358,"2016-01-01 04:57:05","476-835-541",9465,"Home | Decor"
"20160010000630",5749792,25820,"2016-01-01 14:01:55","839-377-722",46809,"Electronics | Mobile"
"20160010000631",16323859,34804,"2016-01-01 05:18:37","206-139-963",19266,"Electronics | Mobile"
"20160010000632",13875238,92054,"2016-01-01 16:29:58","307-518-746",20483,"Home | Decor"
"20160010000633",1773693,41013,"2016-01-01 18:30:16","372-200-100",30737,"Electronics | Television"
"20160010000634",15094997,37503,"2016-01-01 02:54:25","160-975-886",23804,"Home | Decor"
"20160010000635",3670765,9010,"2016-01-01 12:52:37","140-683-654",33499,"Electronics | Television"
"20160010000636",18757777,7091,"2016-01-01 08:34:02","152-167-775",28017,"Fashion | Apparels"
"20160010000637",6954156,82868,"2016-01-01 23:13:59","798-746-490",7232,"Electronics | Television"
"20160010000638",6842829,11935,"2016-01-01 07:05:51","403-340-721",22242,"Home | Lighting"
"20160010000639",18248806,81885,"2016-01-01 02:37:14","205-437-859",22104,"Fashion | Apparels"
"20160010000640",4554045,33680,"2016-01-01 09:17:06","253-527-824",26620,"Fashion | Apparels"
"20160010000641",19230623,37837,"2016-01-01 15:28:44","768-719-626",16786,"Fashion | Watches"
"20160010000642",7493,16229,"2016-01-01 12:48:26","351-921-495",34602,"Electronics | Mobile"
"20160010000643",7406798,89100,"2016-01-01 05:26:26","255-726-879",30712,"Home | Furniture"
"20160010000644",2297341,96355,"2016-01-01 23:04:14","240-146-485",12620,"Home | Decor"
"20160010000645",15094295,73726,"2016-01-01 12:56:59","487-665-361",27448,"Home | Decor"
"20160010000646",19060597,96179,"2016-01-01 07:42:23","119-368-518",44703,"Fashion | Apparels"
"20160010000647",16831340,35603,"2016-01-01 21:49:20","648-894-798",43687,"Fashion | Shoes"
"20160010000648",17020854,56254,"2016-01-01 00:02:48","949-534-567",5754,"Home | Lighting"
"20160010000649",8508037,93075,"2016-01-01 08:37:21","231-131-401",45779,"Fashion | Apparels"
"20160010000650",7146968,24063,"2016-01-01 08:33:20","372-444-492",25154,"Electronics | Television"
"20160010000651",11971548,85023,"2016-01-01 12:33:29","951-908-450",14173,"Electronics | Mobile"
"20160010000652",12100655,12013,"2016-01-01 22:20:02","555-730-974",33787,"Home | Decor"
"20160010000653",12448424,80549,"2016-01-01 02:59:30","728-225-763",25686,"Electronics | Television"
"20160010000654",6278404,23246,"2016-01-01 15:26:54","493-829-363",41622,"Home | Decor"
"20160010000655",8863687,78976,"2016-01-01 12:12:46","456-546-637",41582,"Electronics | Computers"
"20160010000656",3083903,57905,"2016-01-01 07:03:27","317-328-568",17375,"Home | Lighting"
"20160010000657",4101586,76001,"2016-01-01 17:14:27","656-741-286",25244,"Electronics | Mobile"
"20160010000658",1706751,83633,"2016-01-01 09:45:35","307-629-989",42788,"Electronics | Mobile"
"20160010000659",2897650,8327,"2016-01-01 20:48:33","320-187-903",10672,"Fashion | Apparels"
"20160010000660",10502016,51680,"2016-01-01 21:48:53","508-121-800",20438,"Electronics | Television"
"20160010000661",18938736,36634,"2016-01-01 18:02:29","790-495-207",40710,"Fashion | Shoes"
"20160010000662",17376302,78004,"2016-01-01 23:30:52","922-347-344",30072,"Home | Decor"
"20160010000663",5966393,54916,"2016-01-01 21:11:13","365-704-262",16940,"Home | Lighting"
"20160010000664",1707154,25732,"2016-01-01 06:31:39","512-212-603",11756,"Fashion | Shoes"
"20160010000665",1032348,30043,"2016-01-01 06:36:25","729-201-883",23388,"Home | Lighting"
"20160010000666",11081137,47477,"2016-01-01 20:06:16","949-109-893",7621,"Fashion | Apparels"
"20160010000667",593302,90471,"2016-01-01 06:19:06","220-624-963",11614,"Fashion | Shoes"
"20160010000668",12507325,85061,"2016-01-01 11:26:12","544-364-794",39341,"Fashion | Apparels"
"20160010000669",18698277,80189,"2016-01-01 05:09:46","821-326-579",39553,"Fashion | Jewellry"
"20160010000670",9240119,6868,"2016-01-01 16:25:14","104-405-758",11785,"Home | Lighting"
"20160010000671",19503913,10754,"2016-01-01 12:49:31","313-268-363",7888,"Fashion | Apparels"
"20160010000672",14172544,30418,"2016-01-01 23:11:15","226-117-187",28044,"Electronics | Television"
"20160010000673",15349310,24956,"2016-01-01 05:43:59","640-869-260",8496,"Electronics | Mobile"
"20160010000674",3226822,78877,"2016-01-01 13:36:26","348-283-602",44389,"Fashion | Apparels"
"20160010000675",19894234,25405,"2016-01-01 13:14:12","337-585-985",46221,"Fashion | Apparels"
"20160010000676",11576693,94108,"2016-01-01 18:17:34","633-402-731",41952,"Fashion | Apparels"
"20160010000677",9482450,52261,"2016-01-01 09:02:10","132-450-394",32569,"Electronics | Mobile"
"20160010000678",19451017,79098,"2016-01-01 02:07:25","295-715-832",1120,"Electronics | Television"
"20160010000679",5818283,64666,"2016-01-01 21:46:34","255-749-457",12429,"Fashion | Apparels"
"20160010000680",1463387,95714,"2016-01-01 07:09:05","683-113-399",33672,"Home | Lighting"
"20160010000681",11971055,97955,"2016-01-01 06:23:19","608-149-486",42176,"Home | Lighting"
"20160010000682",14505411,24229,"2016-01-01 18:41:15","165-225-910",16078,"Fashion | Apparels"
"20160010000683",16165549,35532,"2016-01-01 02:06:55","528-200-324",8371,"Home | Lighting"
"20160010000684",10516752,56453,"2016-01-01 05:02:33","925-121-391",48997,"Fashion | Apparels"
"20160010000685",16627930,385,"2016-01-01 03:06:37","933-454-113",17316,"Home | Kitchen"
"20160010000686",6065005,53944,"2016-01-01 11:02:29","831-194-525",41719,"Home | Decor"
"20160010000687",7465504,51168,"2016-01-01 02:20:00","406-153-530",20788,"Home | Kitchen"
"20160010000688",12824358,11721,"2016-01-01 05:58:48","442-305-611",17964,"Fashion | Apparels"
"20160010000689",1123492,72514,"2016-01-01 14:24:50","227-731-158",27183,"Home | Decor"
"20160010000690",18603129,90177,"2016-01-01 01:48:48","209-225-119",42716,"Fashion | Shoes"
"20160010000691",2627862,48263,"2016-01-01 08:29:28","593-182-593",42862,"Electronics | Television"
"20160010000692",14032703,19229,"2016-01-01 04:45:05","608-163-672",21838,"Fashion | Apparels"
"20160010000693",7718360,57265,"2016-01-01 08:24:23","112-583-119",40050,"Fashion | Apparels"
"20160010000694",14172832,32986,"2016-01-01 21:55:48","478-315-519",37820,"Home | Decor"
"20160010000695",16682003,83027,"2016-01-01 01:39:57","953-779-126",17012,"Fashion | Apparels"
"20160010000696",17489080,23901,"2016-01-01 13:35:17","524-259-603",12202,"Fashion | Apparels"
"20160010000697",8827746,48734,"2016-01-01 23:28:20","975-974-327",45003,"Fashion | Apparels"
"20160010000698",3653675,19125,"2016-01-01 20:00:32","189-991-829",23581,"Home | Kitchen"
"20160010000699",949005,8163,"2016-01-01 22:34:40","195-750-890",19082,"Home | Lighting"
"20160010000700",7421897,44248,"2016-01-01 23:42:07","533-502-483",7297,"Home | Furniture"
"20160010000701",1083545,79042,"2016-01-01 01:19:48","615-760-137",43739,"Home | Lighting"
"20160010000702",8530850,70665,"2016-01-01 15:45:53","677-633-637",25441,"Home | Lighting"
"20160010000703",16696779,78252,"2016-01-01 22:33:54","863-827-792",3698,"Fashion | Apparels"
"20160010000704",17842477,90868,"2016-01-01 10:37:39","478-636-135",43479,"Fashion | Apparels"
"20160010000705",1642001,75131,"2016-01-01 22:15:18","277-809-617",29160,"Home | Decor"
"20160010000706",6119441,12081,"2016-01-01 20:16:15","607-646-625",17599,"Fashion | Apparels"
"20160010000707",18160927,15331,"2016-01-01 11:40:00","966-545-816",49829,"Electronics | Mobile"
"20160010000708",19140950,73239,"2016-01-01 07:10:56","796-771-458",37039,"Home | Decor"
"20160010000709",7973177,85897,"2016-01-01 12:45:00","572-854-733",35695,"Fashion | Apparels"
"20160010000710",12656530,44219,"2016-01-01 17:54:49","144-611-789",14199,"Electronics | Television"
"20160010000711",9390807,39078,"2016-01-01 18:37:46","226-624-418",7548,"Electronics | Television"
"20160010000712",39344,76560,"2016-01-01 23:16:15","223-998-184",44025,"Home | Decor"
"20160010000713",1802511,62189,"2016-01-01 05:06:19","526-955-861",12398,"Fashion | Jewellry"
"20160010000714",7491402,34584,"2016-01-01 10:04:56","963-108-819",9046,"Electronics | Television"
"20160010000715",10441182,64919,"2016-01-01 06:57:54","281-359-270",3066,"Fashion | Apparels"
"20160010000716",6927002,34504,"2016-01-01 01:42:57","505-695-967",32828,"Home | Kitchen"
"20160010000717",3369231,6197,"2016-01-01 12:15:00","578-254-555",41642,"Fashion | Jewellry"
"20160010000718",11084303,4718,"2016-01-01 04:53:12","941-215-618",15639,"Electronics | Mobile"
"20160010000719",19313374,42596,"2016-01-01 17:49:16","881-892-616",49673,"Fashion | Apparels"
"20160010000720",929203,29999,"2016-01-01 23:42:08","270-396-565",36881,"Electronics | Mobile"
"20160010000721",11128017,46793,"2016-01-01 23:33:35","250-533-574",1133,"Fashion | Apparels"
"20160010000722",304629,38396,"2016-01-01 17:17:35","932-271-867",42804,"Home | Kitchen"
"20160010000723",15939152,45572,"2016-01-01 11:04:47","555-439-452",38129,"Fashion | Apparels"
"20160010000724",7908773,2790,"2016-01-01 13:28:48","837-257-716",48824,"Home | Decor"
"20160010000725",2886382,6530,"2016-01-01 15:10:25","926-173-247",46521,"Fashion | Apparels"
"20160010000726",7391467,4672,"2016-01-01 18:31:28","460-569-373",24602,"Home | Decor"
"20160010000727",13223379,50056,"2016-01-01 12:09:28","781-176-286",9244,"Electronics | Mobile"
"20160010000728",2803589,83300,"2016-01-01 03:35:20","208-725-814",28111,"Electronics | Mobile"
"20160010000729",12454677,72636,"2016-01-01 22:54:05","977-421-232",36397,"Home | Decor"
"20160010000730",19090650,69070,"2016-01-01 09:39:40","469-531-615",41104,"Fashion | Apparels"
"20160010000731",17449968,83140,"2016-01-01 22:10:36","840-758-797",40222,"Home | Decor"
"20160010000732",987008,95920,"2016-01-01 00:12:15","238-867-871",39995,"Fashion | Shoes"
"20160010000733",19718097,26896,"2016-01-01 12:36:09","421-114-535",26806,"Home | Furniture"
"20160010000734",6034791,17121,"2016-01-01 01:41:18","642-880-931",46800,"Fashion | Shoes"
"20160010000735",7026707,35770,"2016-01-01 21:17:35","491-230-298",7820,"Fashion | Apparels"
"20160010000736",2216178,54655,"2016-01-01 23:17:25","901-550-341",3765,"Electronics | Mobile"
"20160010000737",16157052,32342,"2016-01-01 07:39:03","453-914-297",42406,"Electronics | Television"
"20160010000738",2279644,65186,"2016-01-01 23:24:25","165-301-768",28684,"Fashion | Apparels"
"20160010000739",3126707,98051,"2016-01-01 16:57:22","308-649-874",25754,"Home | Kitchen"
"20160010000740",12582664,41496,"2016-01-01 16:25:09","466-305-396",12610,"Fashion | Apparels"
"20160010000741",6266775,86314,"2016-01-01 03:33:16","905-420-232",26461,"Electronics | Mobile"
"20160010000742",19473067,83845,"2016-01-01 04:27:37","728-865-892",46666,"Home | Kitchen"
"20160010000743",19512368,47972,"2016-01-01 17:38:26","112-614-703",10345,"Fashion | Shoes"
"20160010000744",17144471,40702,"2016-01-01 23:44:35","697-481-147",29632,"Fashion | Apparels"
"20160010000745",9552625,64079,"2016-01-01 01:12:59","973-842-357",27061,"Fashion | Apparels"
"20160010000746",6470833,83642,"2016-01-01 03:51:19","204-939-797",1784,"Home | Lighting"
"20160010000747",13210191,73345,"2016-01-01 01:10:10","586-903-188",16357,"Fashion | Apparels"
"20160010000748",7882963,46212,"2016-01-01 11:10:04","964-437-482",27834,"Home | Lighting"
"20160010000749",15826390,34661,"2016-01-01 13:48:03","336-177-372",8588,"Home | Decor"
"20160010000750",2265748,59313,"2016-01-01 16:23:36","996-732-136",24911,"Home | Decor"
"20160010000751",16821714,47226,"2016-01-01 15:35:50","362-936-271",47877,"Fashion | Apparels"
"20160010000752",1153513,97066,"2016-01-01 16:06:08","730-404-194",32902,"Electronics | Mobile"
"20160010000753",844306,95982,"2016-01-01 14:17:45","293-646-881",26171,"Fashion | Apparels"
"20160010000754",14666920,62741,"2016-01-01 11:30:07","444-643-541",3945,"Electronics | Television"
"20160010000755",189705,83516,"2016-01-01 08:10:49","750-382-800",44736,"Electronics | Television"
"20160010000756",17926268,53800,"2016-01-01 16:53:28","790-491-895",7467,"Home | Lighting"
"20160010000757",4407557,28958,"2016-01-01 19:46:02","751-807-784",13366,"Home | Lighting"
"20160010000758",1097800,21312,"2016-01-01 10:24:50","819-334-476",1999,"Home | Lighting"
"20160010000759",16957429,71241,"2016-01-01 04:47:08","631-955-898",6167,"Fashion | Apparels"
"20160010000760",18956673,23999,"2016-01-01 14:03:43","707-233-544",47480,"Home | Furniture"
"20160010000761",13699237,27149,"2016-01-01 16:04:43","521-953-497",5629,"Electronics | Television"
"20160010000762",19235923,55145,"2016-01-01 21:07:41","577-220-561",45711,"Home | Decor"
"20160010000763",6426808,98551,"2016-01-01 08:11:48","645-265-519",12402,"Electronics | Television"
"20160010000764",5133352,86320,"2016-01-01 18:59:24","841-350-325",33030,"Home | Lighting"
"20160010000765",10606291,55942,"2016-01-01 08:13:02","357-611-161",37676,"Home | Kitchen"
"20160010000766",11576902,33180,"2016-01-01 23:02:56","558-219-605",22236,"Home | Kitchen"
"20160010000767",6155247,81268,"2016-01-01 03:19:43","319-924-669",28116,"Home | Kitchen"
"20160010000768",4993929,42389,"2016-01-01 01:25:26","676-413-389",48711,"Fashion | Watches"
"20160010000769",3244224,59780,"2016-01-01 18:56:58","130-244-487",45381,"Fashion | Watches"
"20160010000770",15771711,26104,"2016-01-01 02:33:02","228-400-169",20432,"Electronics | Mobile"
"20160010000771",15353522,54666,"2016-01-01 17:23:02","752-303-738",20134,"Home | Lighting"
"20160010000772",1648178,26372,"2016-01-01 21:04:03","894-400-855",45390,"Electronics | Mobile"
"20160010000773",13050505,43141,"2016-01-01 09:44:07","383-735-419",46326,"Home | Decor"
"20160010000774",1902090,98406,"2016-01-01 20:15:37","998-909-383",29709,"Home | Decor"
"20160010000775",5273354,56370,"2016-01-01 14:46:39","584-672-430",4946,"Fashion | Shoes"
"20160010000776",9256057,53662,"2016-01-01 21:15:43","327-323-862",3125,"Fashion | Apparels"
"20160010000777",4805152,68425,"2016-01-01 10:20:22","783-157-204",17567,"Home | Kitchen"
"20160010000778",5857854,53128,"2016-01-01 14:17:43","448-208-315",39562,"Fashion | Shoes"
"20160010000779",1346617,46745,"2016-01-01 02:57:53","489-776-381",8149,"Fashion | Apparels"
"20160010000780",5611396,74522,"2016-01-01 17:19:13","366-301-760",8091,"Fashion | Apparels"
"20160010000781",19080235,39415,"2016-01-01 08:09:26","355-873-830",7806,"Fashion | Watches"
"20160010000782",19293038,87114,"2016-01-01 08:03:50","846-177-784",44921,"Electronics | Television"
"20160010000783",11094595,37402,"2016-01-01 05:39:54","413-363-893",25544,"Home | Kitchen"
"20160010000784",8167922,84838,"2016-01-01 03:09:05","542-130-955",5723,"Fashion | Apparels"
"20160010000785",1336882,24070,"2016-01-01 14:07:39","314-484-430",28007,"Electronics | Mobile"
"20160010000786",18443643,65499,"2016-01-01 04:31:06","216-820-790",8044,"Home | Decor"
"20160010000787",1717969,52121,"2016-01-01 18:35:21","289-312-389",12073,"Electronics | Mobile"
"20160010000788",1523858,44210,"2016-01-01 17:31:01","647-229-208",7189,"Fashion | Apparels"
"20160010000789",13630630,59542,"2016-01-01 13:28:54","732-715-835",39031,"Electronics | Mobile"
"20160010000790",15297892,9898,"2016-01-01 12:06:25","779-273-808",21216,"Home | Kitchen"
"20160010000791",1090054,39615,"2016-01-01 02:51:45","352-345-760",18775,"Electronics | Mobile"
"20160010000792",5897703,34068,"2016-01-01 17:51:59","164-792-107",27197,"Fashion | Apparels"
"20160010000793",3560571,8760,"2016-01-01 11:32:49","111-848-155",29998,"Home | Kitchen"
"20160010000794",14318096,38282,"2016-01-01 04:11:14","414-842-837",19596,"Fashion | Apparels"
"20160010000795",11859085,72352,"2016-01-01 21:42:25","839-466-858",37490,"Electronics | Television"
"20160010000796",8453946,98097,"2016-01-01 14:49:40","156-771-401",38855,"Fashion | Apparels"
"20160010000797",12629567,45647,"2016-01-01 03:46:32","195-807-111",26721,"Fashion | Apparels"
"20160010000798",7225013,75811,"2016-01-01 17:28:37","358-874-469",25174,"Home | Kitchen"
"20160010000799",12135334,31281,"2016-01-01 03:29:27","615-553-561",33349,"Electronics | Mobile"
"20160010000800",12308076,85521,"2016-01-01 23:11:20","610-681-434",10779,"Home | Decor"
"20160010000801",4227516,31234,"2016-01-01 18:57:13","401-481-189",46835,"Home | Decor"
"20160010000802",6884541,10217,"2016-01-01 10:20:30","249-327-264",43077,"Home | Lighting"
"20160010000803",455493,42356,"2016-01-01 23:24:26","612-863-839",14040,"Home | Kitchen"
"20160010000804",5495292,35775,"2016-01-01 15:20:17","250-302-205",8909,"Fashion | Apparels"
"20160010000805",601411,77550,"2016-01-01 02:15:21","227-948-217",47463,"Fashion | Apparels"
"20160010000806",1972449,87165,"2016-01-01 03:43:43","302-389-959",17240,"Home | Furniture"
"20160010000807",5047526,41222,"2016-01-01 23:32:15","920-693-515",30628,"Electronics | Mobile"
"20160010000808",14416780,84881,"2016-01-01 21:41:04","387-992-662",16961,"Electronics | Mobile"
